,popularity
77268,0
135,0
83928,39
117414,25
167232,30
153316,30
156401,0
113299,0
135053,25
36885,9
149028,25
160452,1
6462,62
132391,18
158233,70
149558,29
122568,0
113191,0
169012,31
169132,36
26139,22
91976,53
85682,31
40778,0
135392,28
26988,31
123589,49
103650,31
10168,51
150889,25
72764,52
31038,49
21254,0
150922,34
152628,29
32170,48
30372,46
45382,8
65352,30
126755,60
124818,2
93549,4
93108,67
151829,27
134554,23
96389,0
4162,0
139093,47
63494,9
109375,1
59173,0
13708,63
120958,37
50349,41
50679,42
25462,13
95899,0
49060,34
10813,44
15618,53
61203,2
19296,79
154035,41
125963,68
133070,30
12860,45
173278,0
12870,68
136261,32
117612,30
108719,1
21785,0
158283,64
27913,32
44302,6
110293,0
88980,52
109574,62
153553,39
60549,0
112766,0
104868,37
13279,75
63546,10
108960,54
16798,13
56013,9
133563,27
154781,5
94091,0
13238,47
149728,24
76922,0
28993,42
98757,18
27058,23
27561,30
22655,0
129458,0
16723,70
64217,26
16530,63
42714,0
5232,1
43666,0
32081,50
97728,16
37954,65
115422,18
152425,25
157163,53
140315,0
70933,49
85202,34
140769,0
86684,38
43581,0
260,1
118552,24
159025,21
18896,80
168407,37
133895,20
120299,34
167898,31
164135,23
49919,34
91370,57
72710,57
101405,30
118345,24
15093,63
50752,42
98855,20
144002,0
13921,59
41794,3
132438,25
54464,57
114042,16
127361,0
67783,37
116937,27
167167,20
157943,64
139959,49
26118,7
160873,0
139765,0
146111,8
33078,46
70253,39
102483,31
138031,39
74394,53
123488,53
146438,8
79182,0
128976,0
9377,55
67978,33
101885,34
59784,0
57066,64
74857,0
37509,1
16926,67
51302,42
3486,8
103657,28
81925,21
32886,47
117043,22
18683,20
141892,0
36645,3
103980,37
21619,0
94740,0
46236,25
165186,21
95319,0
97423,7
77110,0
163331,16
46060,32
142459,70
144859,3
133912,23
18857,8
34050,47
40705,0
68480,31
87056,33
41521,2
63349,9
45824,23
39395,43
135626,24
76825,1
107628,53
8010,45
140050,0
95618,5
145601,0
82514,27
81116,13
111456,0
163915,23
68971,44
172085,50
138745,50
136843,31
150071,27
45267,13
169108,37
596,0
96751,0
81040,5
161777,7
161661,7
92497,0
139482,40
77372,0
38952,71
97704,9
44555,3
16991,15
59915,0
58619,0
34130,54
72016,45
44831,0
1765,0
173672,0
75631,3
99812,27
26409,20
104813,45
8856,42
108919,0
39046,79
27649,24
74822,53
150639,34
107413,0
59842,0
33820,49
26146,17
51062,44
94412,0
152407,28
106685,0
169681,40
96522,1
150451,21
29733,45
114192,9
3976,6
8898,58
93058,75
19840,77
63694,10
58903,0
41130,0
26930,37
110071,16
13380,59
173131,56
117349,29
138857,39
145699,0
152088,22
119296,34
76072,75
65802,37
93617,0
146956,11
98680,14
154744,34
131154,12
165121,20
24929,0
27760,33
162180,6
166314,27
69742,33
104676,44
160624,0
146688,8
130435,13
82175,19
1239,2
109389,4
11733,58
158035,67
12383,51
79228,1
36770,64
82730,26
55874,61
98263,18
2486,29
102124,35
94007,0
16234,66
124048,0
10642,49
113475,0
164034,17
74203,1
156263,47
5870,31
44473,4
17989,20
163280,24
26327,20
131969,20
109747,1
80084,0
114483,14
9771,52
62378,0
170486,43
92457,0
158896,0
7071,54
21743,0
94566,0
10351,51
105733,38
17201,12
61757,1
42045,0
124775,69
149806,21
20189,8
79053,0
44203,1
168430,39
83558,24
113580,5
77976,3
32330,44
126056,3
44881,5
27964,38
77037,0
15613,55
15352,68
78729,0
45576,21
83135,0
162045,8
109187,9
116267,24
104276,35
147385,22
128141,0
131248,22
78141,0
25882,7
152707,29
49983,35
133239,41
31643,41
7289,57
24319,0
168087,32
15196,53
28329,39
140765,0
3086,21
133734,37
24418,0
47667,37
168861,35
115518,20
111510,0
11185,49
167437,25
83712,30
133092,29
161719,7
82709,32
17207,9
12552,53
170320,1
165728,26
30094,45
53230,43
81916,25
169236,32
10388,56
136366,35
133597,31
170632,43
170422,35
103164,31
54229,51
21867,0
156613,51
72286,39
150643,30
12432,47
139087,59
104354,40
1742,0
159068,0
137407,37
99594,33
19756,81
2119,0
38376,65
102461,34
58428,73
109964,70
55970,58
93795,26
149702,24
30696,46
102402,30
47066,33
58404,78
51021,43
100239,25
5601,3
148187,21
33553,54
17946,68
25461,5
115693,20
157313,53
111729,1
15834,53
74588,61
45715,26
83671,28
120393,46
68287,32
83777,32
152591,31
4120,9
127887,1
126487,66
152158,39
73761,0
69646,34
147440,15
73696,54
101000,27
28384,43
91440,52
155512,0
11777,55
157291,59
41756,0
122742,0
135759,35
115352,13
145710,0
77572,0
90165,1
87577,47
135314,26
102717,25
80521,0
156460,59
9640,51
61123,0
28741,44
172541,51
78180,0
138881,35
139266,11
72487,41
123308,47
120336,28
173027,63
125057,53
68240,34
5746,16
80441,0
162205,7
55741,0
173650,0
8811,46
42084,3
153015,44
64963,24
19900,93
138318,42
128059,0
170960,48
20291,0
5127,9
153565,32
135332,31
171526,0
96145,0
50696,43
139626,0
48262,39
158,1
17926,71
64953,20
119995,38
72047,55
157363,60
14180,54
130084,2
157685,57
44025,0
113337,5
90392,52
40392,0
99876,26
121447,35
14846,54
105809,46
75358,58
122052,37
151183,31
81158,14
928,3
73412,0
24391,0
111862,0
157446,0
80321,0
33947,52
95843,0
76,0
9144,65
87106,37
168244,32
113873,10
156504,2
167463,33
165664,25
23730,2
156887,49
80602,0
88065,32
27356,28
66303,35
87215,33
125743,72
132671,22
22827,0
160137,0
60577,0
133368,24
154871,0
15816,57
29112,36
113972,14
2321,5
154759,0
131236,9
84370,28
61149,0
78583,0
27166,40
118682,25
79431,0
5211,0
64426,23
111781,0
73229,0
91242,51
127259,0
111802,0
70683,39
86601,40
126012,0
131942,22
67686,36
69587,30
51082,44
49234,54
96768,0
105522,46
5401,3
121848,38
149474,33
30679,39
64283,19
140384,19
158715,66
121852,36
23252,0
23277,0
115472,18
165045,30
36505,6
156529,63
166025,25
166789,28
112065,0
147737,11
54171,47
172655,53
33821,53
127329,0
44595,6
80406,0
25323,9
114706,11
43359,1
80889,9
36624,63
173125,68
105030,37
154095,50
4078,14
48127,45
20350,1
47513,2
55089,58
100160,26
82171,18
129886,0
51729,41
2505,21
105756,39
28344,38
152062,46
75310,63
3469,21
96858,0
91102,58
101014,36
84113,33
20814,0
59637,1
54643,8
139695,47
3204,14
74018,59
104157,31
116165,26
53558,44
100548,35
149209,22
33163,49
13099,60
85971,41
129220,5
60185,0
119122,31
69343,39
2941,10
96963,0
27066,30
166791,28
169184,50
106100,42
87180,31
15794,57
38711,18
24823,0
49154,37
15881,38
74122,53
79539,0
78139,0
116287,24
41903,0
154001,46
134108,22
23934,0
59947,0
133189,21
151677,30
65425,29
30890,37
141843,64
94089,1
95656,0
88321,37
134087,54
72019,60
44694,7
147975,22
83708,32
83572,26
61221,0
60668,0
35893,4
58320,75
37061,10
23598,0
28909,41
59390,0
155038,46
52542,46
110871,0
97470,3
52583,39
26189,18
104031,31
154687,47
83658,30
98372,13
139119,43
362,0
117902,24
53178,70
171393,45
87229,43
8921,57
53860,45
87916,49
99721,30
41880,0
13258,45
107272,2
11446,52
61180,1
90216,52
131631,14
125637,57
106302,53
105774,44
13847,51
81867,17
123924,0
19111,25
158573,70
6302,27
19998,87
88306,39
84167,30
1874,19
119912,32
19211,16
91768,56
42826,0
103872,39
14179,58
101691,33
18177,12
44919,2
130962,10
119250,27
80083,0
53625,43
110630,0
122273,37
37410,59
22663,2
170514,36
30022,42
92046,58
32139,52
75000,63
114277,18
171183,62
71016,44
110093,17
67022,31
67212,37
123392,56
163594,20
50864,47
159787,0
62773,0
1346,0
69851,39
29774,42
131445,10
19903,0
91369,0
142069,57
141009,58
171752,2
9197,9
7476,60
6204,16
157922,10
83567,30
87903,35
34573,53
129130,0
161369,4
30528,47
124563,64
4269,30
86823,40
94289,0
32652,41
50055,48
158873,0
94393,0
98480,15
82105,15
59378,3
59109,0
3600,0
50020,40
60113,0
105697,36
100062,24
121972,39
128239,0
43269,0
25027,0
65819,0
98731,19
89093,48
41067,0
107711,48
94366,0
117045,31
120286,37
86819,35
106524,46
104754,37
153381,36
60998,0
112901,0
93015,0
91565,0
165511,30
56541,0
126313,79
86907,34
66070,31
152239,29
151795,24
132180,23
122477,38
14993,55
36046,2
143419,1
15364,58
31599,48
145774,3
95035,0
114464,13
51784,43
41161,0
166979,22
27717,26
139990,0
142534,0
129671,0
156905,50
113468,0
116910,26
53910,53
156643,52
166272,30
170468,34
172586,0
137773,38
74377,1
38159,6
779,0
88505,41
93883,0
67178,36
65845,0
34188,49
128599,0
101419,29
111840,0
128837,0
64365,22
130581,10
77816,0
104881,40
74384,52
108931,2
32213,46
45490,18
76783,0
168262,26
121791,34
169569,35
164993,21
61848,0
108183,0
82252,17
76952,0
138629,40
138650,33
114699,16
151434,29
145517,2
6160,18
129202,0
94463,0
157654,3
163622,20
13040,56
47304,32
52478,40
171545,47
111936,0
44470,5
29981,43
108077,0
130851,8
95200,3
174148,16
44480,11
142902,4
114495,10
97736,15
123003,44
139310,0
142527,70
79007,0
20265,0
166580,23
123847,0
150223,35
106621,0
41074,2
100415,27
147503,14
171783,46
102911,25
138095,32
140037,48
40734,0
68428,38
136125,30
92882,62
48835,40
25614,8
92808,65
75433,0
126013,65
84575,30
4656,0
153411,33
6717,35
88243,45
157353,57
80158,0
105725,42
2320,4
51681,45
60340,0
129495,0
158604,13
149412,22
117669,27
157868,0
39341,45
7538,51
137787,36
24329,3
138127,32
124297,52
157230,0
8467,73
79378,0
115031,10
102298,24
36374,62
158129,71
138152,35
149061,26
25677,6
71763,42
34639,52
16922,66
110318,0
100942,29
120681,30
89655,39
20087,0
16783,64
55964,54
167471,29
169549,32
45171,11
86288,35
120502,38
165976,27
88878,50
48840,40
51002,42
85384,37
3395,4
124023,47
48084,38
13083,62
25756,9
122505,48
27940,41
174202,0
73287,0
27829,34
150393,21
146674,12
16252,63
103843,43
44721,6
112034,0
100410,31
36664,59
70853,40
67795,37
50563,37
62463,0
164572,23
110726,0
138363,36
102509,26
156392,50
25560,7
88079,38
95544,0
140132,0
91358,48
79425,0
82471,22
85815,34
159425,0
55557,0
29901,40
147714,13
159543,0
94864,0
100507,43
24640,0
97880,11
14336,58
130348,12
130796,22
67447,27
109417,4
103184,33
100077,33
103882,33
509,8
104495,36
157505,59
21164,0
159524,0
7128,45
156408,51
95527,2
125144,0
146349,7
130244,8
148858,32
139658,0
1126,7
34854,48
7442,36
121775,46
23009,1
81587,19
29141,51
67903,40
86363,36
104774,36
157487,51
157688,0
9259,9
31282,44
139039,41
154819,0
659,0
77858,0
98429,15
139557,44
32618,44
77618,0
68400,36
97775,13
78072,0
8092,57
43602,0
34335,57
79020,1
116179,30
115554,19
172117,52
29318,53
102464,52
73580,56
127844,0
65070,19
152092,37
171590,0
69342,41
85172,32
33995,52
12616,47
23146,4
29321,37
93178,62
52843,41
65716,46
16968,75
61228,0
90127,0
133475,25
158509,81
69426,41
26685,19
43768,0
141230,0
151523,23
32236,41
64683,18
85686,37
131848,15
67992,40
76048,69
37506,61
84033,26
76007,5
115750,28
120842,30
62837,0
26728,35
71202,36
54372,49
166402,24
93681,2
132039,19
58904,0
120962,52
63025,1
17213,9
11895,69
62944,0
121531,37
29835,49
145840,0
62967,0
1696,0
159934,0
124059,46
35480,63
139436,48
48274,47
173693,62
146314,7
80775,5
3773,16
67335,32
159067,0
127335,0
133200,25
164631,20
160375,0
163621,23
95124,0
113520,3
80876,4
68588,37
46251,26
26846,32
152603,31
91245,6
41159,2
147182,15
81176,21
21895,0
173857,65
89513,39
65281,28
108716,59
87676,33
41874,0
36089,70
58779,0
33979,51
109691,0
117411,27
4639,0
91531,0
173186,0
24854,0
119745,34
70811,40
101956,31
76049,7
111615,0
145274,0
59134,0
78286,0
104640,43
110693,0
3427,0
19102,78
25733,9
58736,1
80210,1
27681,36
27667,28
41408,0
145999,6
19550,78
173990,20
136218,23
33185,43
6865,61
104719,33
83289,30
169133,32
113888,7
159056,0
104400,32
170989,48
114681,12
3166,11
96898,0
37050,65
120495,43
644,0
81327,19
83841,32
124827,56
148343,20
142777,67
97859,15
50997,35
112277,0
150330,34
143251,0
396,0
28875,42
142908,1
101966,29
153789,39
118805,28
56793,5
113421,0
152774,28
155293,51
92926,60
102374,49
86285,30
108706,50
36291,9
113764,11
42200,0
97822,15
106710,54
69207,43
125251,65
136648,25
27321,25
123538,0
47101,28
87526,41
21493,0
113784,11
101705,24
150047,20
146066,9
114224,14
50037,32
25781,7
99670,30
152113,37
168987,50
59545,0
54585,20
87662,31
17756,65
119323,27
6422,10
154737,52
70151,36
72918,47
3077,29
160193,0
128151,3
121163,38
159474,0
170948,42
142759,68
137927,34
125752,1
148708,27
143784,0
7733,45
108362,51
96,0
108356,55
155201,37
167166,22
109788,68
156433,0
170869,0
168721,29
167138,27
134726,30
63225,0
52531,53
76320,75
32239,41
85705,44
160818,0
6136,16
26267,15
107536,54
89409,37
116957,23
58708,0
115875,33
130454,10
44535,7
145915,2
112963,2
153317,34
29213,45
19918,84
68123,33
70747,41
106729,50
138258,39
36930,63
8333,51
60936,0
137086,33
9918,63
162039,7
115201,13
124964,0
14550,63
14452,48
171291,0
164414,27
90797,0
52878,43
90885,0
8860,45
161235,6
109581,3
56053,0
149786,28
154844,47
135213,27
159812,0
53226,43
163779,24
74978,56
153150,33
111373,0
134064,28
112460,0
152064,27
26153,19
19736,88
63939,23
122000,42
43626,0
136980,37
3999,3
78544,0
170792,61
47079,33
55166,2
69325,46
12077,73
141000,0
136190,24
55057,59
25631,8
96013,0
133743,25
64562,17
19601,35
167584,29
99787,23
95850,0
21904,0
90407,0
57650,69
166066,23
71620,40
134594,25
4728,12
43665,0
53899,50
34721,47
60004,0
18619,10
149871,21
72386,44
98675,14
180,0
72716,58
139077,43
167959,24
56286,57
20412,0
154679,37
29665,48
70752,37
128784,0
62178,0
144140,0
15249,54
12270,67
87887,42
140069,47
166939,21
122309,40
27457,32
106507,0
121205,34
132306,42
58714,0
150506,27
137065,35
2168,0
81125,14
10010,54
113022,0
121597,35
131451,12
157787,58
41537,0
170798,46
39048,82
55295,0
96789,0
126720,0
69446,34
83589,34
37101,9
35763,51
27726,42
104198,32
90559,2
143625,0
158887,0
11803,49
120767,36
138006,38
109231,0
128254,0
3876,19
45948,25
29637,40
55297,0
46130,26
57486,63
76295,18
53376,48
115865,26
12091,59
68283,38
101656,33
118448,30
88804,42
110526,0
13832,53
171097,62
14100,61
154971,42
52341,45
146378,9
13671,76
102440,32
130313,9
169380,31
142262,6
43683,0
39646,2
134711,33
152924,29
117021,28
100281,28
129092,0
97570,13
57553,8
34885,47
64123,16
1831,0
132781,26
158386,4
25891,6
119355,26
70893,37
14366,55
159399,0
125222,0
31659,42
85580,30
63194,2
30895,43
148549,19
161379,3
92979,1
166594,23
105624,43
151979,31
48134,36
78461,0
8230,38
33159,50
136195,26
101071,37
159490,0
84787,28
11500,62
19183,25
162148,8
89466,37
50312,37
76165,8
126970,0
31278,46
20554,2
10365,51
145611,0
46603,21
94361,0
174272,0
92666,59
2040,0
149313,24
166832,23
132133,15
134242,28
129582,0
102024,32
29331,59
166288,23
149464,24
115558,16
170626,47
141516,0
173925,62
83862,28
95953,0
97808,18
157652,0
151053,22
85150,29
35819,53
78985,0
119883,29
58693,1
161735,5
34467,50
113494,0
137258,39
134982,23
121363,53
158584,17
158697,70
45034,0
28089,27
76962,0
106005,38
167733,24
169727,40
8681,67
135826,28
41628,0
80150,0
141289,55
28826,39
87603,32
7726,49
142995,69
114348,19
112183,0
123007,38
50294,37
104965,40
37882,68
31835,42
72297,43
81681,12
46786,26
152073,28
47517,9
88850,38
167953,37
3619,0
32459,42
37163,0
72565,0
101305,22
66602,37
132547,23
121351,39
159703,3
51223,40
136507,34
32528,52
53528,49
95844,0
94889,0
148716,19
133863,22
82796,21
22059,0
125218,0
17872,78
161704,7
141001,53
77782,0
155853,0
142134,5
97369,6
145732,0
101557,52
115247,21
142304,0
8216,37
94390,0
67436,29
14135,58
56234,54
85957,32
115456,19
66094,31
107525,0
106073,44
171039,51
130143,7
124770,1
164166,24
110099,22
66220,33
42004,0
154523,32
98479,14
32749,44
9281,65
19649,43
118513,23
161197,8
118098,23
112219,0
62050,0
46480,25
118377,36
76765,0
23895,0
46143,24
25334,11
169539,47
131468,15
89550,59
94725,1
86250,34
126158,0
159860,0
116002,20
127689,0
152487,36
24393,0
15119,59
92896,68
44632,2
143102,0
157590,0
35941,3
85946,33
158289,66
92411,0
30459,44
1429,0
173752,2
57817,9
109201,0
133621,31
130549,14
173810,2
160612,0
166617,23
66129,34
143373,3
152525,29
13984,57
20698,1
15747,58
79478,0
169174,35
98293,15
146043,7
118441,27
103449,26
144554,0
152870,34
140032,0
49458,37
88654,41
117392,27
139776,47
9904,67
35123,49
144388,0
83005,29
62684,0
133949,32
77799,0
162289,5
169076,30
114617,12
100803,25
2230,0
9607,51
52065,53
25486,7
124871,52
156338,58
82292,20
129983,3
96255,0
152346,40
83441,24
97950,21
58894,0
69673,34
17715,19
32019,41
118595,35
133526,27
165004,25
168200,40
131729,17
123179,45
125428,0
117371,26
118550,24
69408,39
117970,50
20562,0
147599,16
49403,34
168711,42
21385,0
167903,30
107472,47
166899,20
23626,0
44702,4
118473,32
152090,32
51493,38
82044,19
76991,1
64909,25
61614,0
4039,0
127502,0
34181,51
124758,0
106586,60
87440,43
123608,0
40665,0
158109,67
99801,28
3632,0
59618,0
44799,0
157326,0
164880,22
94760,0
45723,20
10673,64
150648,21
79602,0
118804,38
61624,1
91521,0
21049,0
53081,46
47744,35
86172,30
57256,72
66793,36
118421,35
125399,55
49835,32
6584,11
57978,71
117785,27
136877,43
64891,23
126094,0
126163,68
57592,63
161406,9
131526,8
24088,0
125582,3
3478,11
159389,0
165194,22
149731,22
133844,34
35910,63
121801,39
146171,10
43685,0
141471,55
92155,0
125134,9
44776,3
116202,20
163161,16
84447,32
8588,46
97611,13
21098,0
168080,27
21744,0
100593,39
8403,42
37193,0
37952,62
99153,42
105,0
130937,12
172993,61
153820,37
28084,39
108728,62
153218,43
6417,15
156556,0
35559,0
84139,35
135312,24
25204,10
83924,30
24429,0
146974,9
154302,38
27693,28
4210,0
139506,44
171139,48
7705,54
160027,0
103259,27
66845,36
44172,6
30178,44
85718,34
141480,0
165116,23
100288,24
163507,19
142929,63
149972,25
31294,44
171725,44
105135,44
168352,33
81067,5
38295,12
14298,60
24057,0
75452,58
3294,16
148883,23
36707,8
78182,2
87600,31
49078,35
100098,23
107824,62
3697,24
124392,51
53113,53
41778,5
92807,3
84969,31
116686,35
133079,20
21859,0
72293,45
129965,2
165063,24
165265,22
119535,42
14288,63
149605,19
57097,18
169022,32
93853,19
151802,31
119221,27
18967,11
117471,25
24341,3
153986,51
127919,0
164593,21
168131,25
142781,71
15944,66
80060,0
65176,27
117667,34
131734,14
27022,31
48307,42
3383,5
166177,29
127250,0
143183,5
101991,31
56511,0
168153,31
60242,0
166747,27
67487,32
27383,27
144311,0
95108,0
126672,15
104830,34
42888,0
173085,62
111326,0
166500,27
172081,48
59349,0
43396,0
159002,0
63842,14
108545,0
65612,29
75674,63
171026,0
137824,32
59953,0
106087,48
171784,0
70024,41
83942,27
4292,14
40757,0
85552,36
103239,36
156492,49
38111,21
163291,17
166377,20
38114,63
159433,0
58515,13
23394,0
41781,0
69527,38
59732,0
60342,0
162658,19
78057,0
52847,47
80817,2
146469,20
147515,14
29848,42
131924,16
137208,28
166865,23
27218,32
141149,65
42788,1
18988,72
139479,42
36278,64
146738,9
173926,2
78024,0
21128,0
116786,32
155226,49
11076,68
52980,48
142052,0
92832,64
63424,6
50265,38
60448,0
131727,16
50242,38
97902,21
125255,55
69607,34
147498,19
140590,0
125128,12
89683,47
94059,0
29091,39
18241,4
120636,44
140174,54
148309,21
155741,1
31665,44
143082,28
163612,24
156900,0
26406,18
20166,1
121180,32
156150,0
3289,17
42518,0
148656,20
70312,49
125795,66
70689,34
80518,1
88300,39
73132,51
135217,21
54046,51
129049,1
86602,35
150682,23
30811,53
25084,0
166127,37
153667,31
145071,0
150743,28
71286,40
46126,21
168321,31
28405,40
99431,24
6525,25
39096,78
79320,0
56144,63
107064,51
78445,0
27434,26
152277,31
88803,46
16070,79
85169,41
31261,42
120655,33
98047,12
51666,47
51201,45
68468,51
114992,20
52524,49
3547,8
147422,13
88877,36
143964,0
48125,41
42397,0
64983,21
167454,25
27346,29
33228,58
61108,0
133508,34
65274,19
25215,10
23766,0
83815,45
111983,0
123454,45
64434,15
550,3
29119,39
77947,0
70429,36
12405,52
121537,51
111232,0
9376,54
23300,0
135118,29
129179,0
83601,27
152488,26
114839,9
115553,20
163169,19
34464,45
138278,40
127499,0
92258,64
64911,23
157122,0
165935,19
121709,40
148973,28
22359,0
324,0
111492,0
135746,25
144798,0
300,0
83293,23
42724,0
103365,37
139132,0
105724,45
52261,39
147900,23
162032,14
129494,0
60792,0
108335,0
162620,17
163125,17
107269,55
10841,46
135067,26
153604,51
104026,43
40355,0
27090,26
3929,5
40471,0
123213,46
157439,55
44842,0
159615,0
111908,0
138702,38
129451,0
28903,41
46018,22
131636,12
155491,0
127196,0
171552,1
91023,0
59976,0
31047,43
41282,0
41251,0
80267,1
97795,22
168231,50
76032,69
21701,0
157238,0
14964,59
144192,1
59259,0
11114,60
40114,0
136909,41
84250,49
123472,48
117761,33
143570,0
74671,1
114,0
55949,0
128978,0
21063,0
5047,6
54960,63
168996,37
35648,62
16884,74
45413,10
6989,22
168435,35
139434,39
85057,28
105203,35
93114,60
47912,37
127737,0
61076,0
37883,6
153199,29
90689,49
41359,0
20629,0
49754,41
65538,31
4272,42
141258,0
157349,52
117912,33
87094,37
78369,0
33266,49
145329,3
120936,36
95260,0
153503,28
115556,21
7516,59
92247,0
45199,12
69071,33
112494,0
153762,44
88599,35
167799,29
16569,17
65998,35
34724,49
14247,49
6184,14
10826,53
164554,19
39134,80
70403,33
141297,48
65361,29
13658,46
20849,0
145431,1
92353,1
59745,0
171983,0
42296,0
127778,0
44061,7
19112,76
162714,13
158767,0
116310,24
148257,20
100771,25
77002,0
139246,0
165054,20
3304,19
85563,28
17806,63
53650,58
3365,4
117671,31
26779,34
82670,19
7562,44
13271,65
46740,33
166284,23
21443,0
72604,54
112546,0
77286,0
162457,6
158393,69
172358,0
167391,30
32134,52
163212,18
84574,33
41058,0
134810,23
169596,36
59874,0
24528,0
19892,91
51909,43
3505,12
108678,52
113761,8
169059,39
140108,0
108933,0
92714,57
145269,0
66191,34
143781,1
80696,8
107586,48
93049,0
89967,0
116892,25
43143,0
156339,0
128001,0
13063,82
108132,57
163648,24
168919,36
71548,42
69917,53
8844,44
35854,58
114539,18
95437,0
132337,24
32358,42
166021,48
51505,38
162867,9
96378,0
76294,73
73163,0
157057,52
26328,18
139301,45
86194,31
97002,0
116977,26
155717,0
59294,0
102283,29
120046,47
95165,2
57376,77
25855,7
71578,48
31968,49
84401,32
162504,11
44704,10
147402,14
138546,42
936,3
133471,28
139405,48
142570,3
169038,35
156169,46
121719,49
44267,6
119038,33
124043,52
142379,68
88962,51
18930,76
107702,0
75435,0
62763,0
33218,60
160005,0
132864,19
65505,31
104739,43
114581,11
64250,15
16011,15
110568,0
82972,19
131237,16
137344,32
24345,6
62352,0
77459,0
57891,33
4022,0
118840,26
52694,44
134988,31
159698,1
114558,14
142131,61
47631,6
159924,0
169734,31
131933,16
5106,15
42138,0
80793,2
20503,0
167040,21
174387,69
80941,5
40486,0
58580,0
27054,30
148921,25
92894,63
67786,32
103520,35
46615,22
35760,59
84184,27
139749,1
134320,24
171949,0
105294,47
115670,17
134512,22
46111,34
74320,58
90830,53
45089,13
38590,64
70957,42
91923,0
111007,0
60571,0
160524,0
76491,20
159634,0
157076,0
58681,0
162827,14
44328,7
41044,0
158997,0
163032,15
142415,69
55510,67
102703,26
149517,21
25731,13
99910,25
97622,12
63890,14
54269,3
19559,33
98734,19
8865,70
14667,80
97623,9
165676,20
155064,48
136669,28
3860,6
33986,48
120096,42
118257,23
90720,0
160293,0
17707,11
89991,0
84356,27
36053,61
133328,28
114489,12
126231,72
62446,0
55051,65
161762,6
71243,39
64523,22
145902,0
64207,22
9364,59
128469,1
172194,0
93840,78
58411,24
42496,0
69868,34
65883,0
165718,18
142882,0
27904,38
78622,0
136326,28
161046,0
122855,44
48968,37
157827,59
105648,38
14196,53
20811,0
24994,0
4918,16
53388,43
138507,40
59398,0
154456,35
121234,37
20201,0
66055,33
17548,68
43632,0
140092,0
47138,33
9360,49
108865,0
31865,45
8476,67
144852,0
77809,0
1091,12
160226,0
53731,49
46989,27
24086,0
159736,0
171348,51
90984,53
133882,25
9679,64
42860,0
129291,0
21928,13
15355,57
93368,65
21201,0
71822,49
167641,28
40342,0
74546,56
166345,27
120837,31
84503,37
22894,0
135493,30
54132,48
158136,0
91090,67
123888,56
121658,35
5467,50
171437,48
103398,49
135792,24
123782,54
93927,0
116029,24
45586,21
101299,28
30130,49
108681,0
77070,0
43208,1
83945,31
64025,29
46924,31
30904,41
159976,0
60002,0
1792,0
8191,34
137429,33
130799,21
94554,2
21371,0
108951,0
66557,33
71104,41
57827,16
34257,53
120368,28
64798,17
115235,13
99384,19
97779,10
138698,40
131360,13
2158,0
25244,7
109372,58
112417,0
126615,74
18970,70
110060,71
33374,53
149278,24
62123,0
40349,1
8771,49
145672,0
129859,0
4548,0
32913,50
28175,38
79806,0
42434,0
123704,66
127002,0
128320,0
137085,30
10105,65
22473,0
57507,3
61814,0
25715,6
57833,17
40793,0
90462,50
82696,28
65325,24
154045,38
26103,5
119473,29
171796,61
35731,58
74417,0
79574,0
129114,0
26428,24
141542,0
34046,51
58264,76
30878,43
16628,59
153538,32
161461,10
67167,32
173207,58
174386,0
16161,0
112688,0
74389,1
4059,1
36917,10
146710,10
143321,0
6792,22
32156,55
138172,35
17389,20
145875,0
110547,0
147633,16
151685,24
16513,21
153299,32
134251,25
98014,13
12053,46
124692,3
3117,16
1762,1
128649,0
9541,55
96689,0
141878,0
106607,5
77131,0
12739,53
19216,74
34310,51
117465,30
82577,18
169837,43
76296,73
54770,50
52970,40
79205,0
81840,24
54733,51
141290,0
16245,4
158354,0
47137,31
83121,0
71156,44
92768,59
98240,13
27191,34
73252,56
73010,54
160631,0
46773,26
136205,41
48979,48
104138,42
137734,35
64689,18
92583,13
152072,29
50289,35
78060,17
50059,37
1174,6
53927,44
23767,0
97893,21
18191,18
94710,0
78215,0
103408,60
69512,65
137785,34
137568,32
156386,52
145337,0
15822,55
106346,50
127591,0
98518,18
3930,5
153372,43
42498,0
13005,68
14051,51
100163,29
142677,64
83311,26
11229,52
160664,0
120814,29
27895,29
132951,24
153098,27
62089,0
135435,28
90631,57
100301,22
55055,61
159590,0
77822,0
52562,46
68290,33
70887,48
52185,43
7301,56
45974,22
47071,37
86917,35
147310,11
79892,0
65327,22
96802,1
25643,10
150855,27
94103,0
29194,46
64358,24
148887,25
63384,10
82584,21
26574,25
24547,0
152521,24
150356,29
136822,34
136979,32
3241,12
116389,20
9580,51
163449,19
91169,4
111851,0
79786,0
16171,0
39004,76
112720,0
90893,5
158830,4
11057,48
107239,53
82187,14
163303,16
13078,69
57972,68
115417,19
67483,27
124111,51
103595,41
43572,0
78009,0
49694,35
100967,28
77649,0
86485,31
66284,32
165089,19
140320,66
127228,0
124573,57
83347,34
161127,0
74519,0
74212,56
125280,0
73943,0
73767,4
74966,58
104178,30
120059,28
134603,31
71631,50
112213,0
59581,0
127908,0
52567,44
35418,57
109632,61
60963,0
62357,0
95609,7
8960,57
95370,0
173890,0
155503,0
173911,64
109358,59
44559,4
160344,1
129878,0
128990,4
148599,25
131784,18
146694,10
134623,31
29599,44
61834,0
